,번호,정답,난이도,배점,정답률,선지1,선지2,선지3,선지4,선지5,시험과목,시험일,시험구분
1446,7,4,중,3,60%,7%,6%,21%,60%,6%,확률과통계,2022.11.17,수능
1447,8,4,중,3,66%,5%,12%,11%,66%,6%,확률과통계,2022.11.17,수능
1448,9,3,중상,4,58%,9%,12%,58%,13%,8%,확률과통계,2022.11.17,수능
1449,10,4,중,4,63%,7%,9%,12%,63%,9%,확률과통계,2022.11.17,수능
1450,11,1,상,4,48%,48%,15%,16%,13%,7%,확률과통계,2022.11.17,수능
1451,12,2,상,4,37%,10%,37%,19%,20%,15%,확률과통계,2022.11.17,수능
1452,13,3,중상,4,51%,7%,15%,51%,17%,10%,확률과통계,2022.11.17,수능
1453,14,1,최상,4,12%,12%,5%,33%,39%,11%,확률과통계,2022.11.17,수능
1454,15,5,최상,4,27%,15%,25%,17%,17%,27%,확률과통계,2022.11.17,수능
1455,16,10,중,3,75%,25% (주관식),,,,,확률과통계,2022.11.17,수능
1456,17,15,중하,3,80%,20% (주관식),,,,,확률과통계,2022.11.17,수능
1457,18,22,중,3,75%,25% (주관식),,,,,확률과통계,2022.11.17,수능
1458,19,7,중상,3,54%,46% (주관식),,,,,확률과통계,2022.11.17,수능
1459,20,17,상,4,33%,67% (주관식),,,,,확률과통계,2022.11.17,수능
1460,21,33,최상,4,13%,87% (주관식),,,,,확률과통계,2022.11.17,수능
1461,22,13,최상,4,5%,95% (주관식),,,,,확률과통계,2022.11.17,수능
1462,23,3,중하,2,85%,3%,4%,85%,6%,2%,확률과통계,2022.11.17,수능
1463,24,2,중하,3,82%,5%,82%,5%,6%,3%,확률과통계,2022.11.17,수능
1464,25,5,중,3,77%,3%,4%,8%,8%,77%,확률과통계,2022.11.17,수능
1465,26,3,중,3,64%,7%,9%,64%,12%,8%,확률과통계,2022.11.17,수능
1466,27,2,중상,3,51%,10%,51%,11%,20%,8%,확률과통계,2022.11.17,수능
1467,28,4,중상,4,58%,15%,6%,13%,58%,9%,확률과통계,2022.11.17,수능
1468,29,49,최상,4,7%,93% (주관식),,,,,확률과통계,2022.11.17,수능
1469,30,100,최상,4,7%,93% (주관식),,,,,확률과통계,2022.11.17,수능
1470,1,5,하,2,95%,1%,1%,1%,2%,95%,미적분,2022.11.17,수능
1471,2,4,하,2,95%,1%,2%,2%,95%,1%,미적분,2022.11.17,수능
1472,3,1,하,3,95%,95%,1%,2%,1%,1%,미적분,2022.11.17,수능
1473,4,3,하,3,95%,2%,2%,95%,1%,1%,미적분,2022.11.17,수능
1474,5,5,중하,3,81%,12%,3%,1%,3%,81%,미적분,2022.11.17,수능
1475,6,2,하,3,95%,1%,95%,2%,1%,1%,미적분,2022.11.17,수능
1476,7,4,중하,3,84%,4%,2%,8%,84%,2%,미적분,2022.11.17,수능
1477,8,4,중하,3,86%,2%,6%,3%,86%,2%,미적분,2022.11.17,수능
1478,9,3,중하,4,85%,5%,4%,85%,3%,2%,미적분,2022.11.17,수능
1479,10,4,중하,4,87%,3%,4%,3%,87%,3%,미적분,2022.11.17,수능
1480,11,1,중하,4,80%,80%,8%,6%,3%,3%,미적분,2022.11.17,수능
1481,12,2,중,4,61%,5%,61%,14%,9%,10%,미적분,2022.11.17,수능
1482,13,3,중,4,73%,4%,11%,73%,7%,5%,미적분,2022.11.17,수능
1483,14,1,상,4,31%,31%,4%,21%,38%,7%,미적분,2022.11.17,수능
1484,15,5,상,4,44%,14%,23%,10%,9%,44%,미적분,2022.11.17,수능
1485,16,10,하,3,91%,9% (주관식),,,,,미적분,2022.11.17,수능
1486,17,15,하,3,93%,7% (주관식),,,,,미적분,2022.11.17,수능
1487,18,22,하,3,92%,8% (주관식),,,,,미적분,2022.11.17,수능
1488,19,7,중,3,79%,21% (주관식),,,,,미적분,2022.11.17,수능
1489,20,17,중,4,60%,40% (주관식),,,,,미적분,2022.11.17,수능
1490,21,33,상,4,44%,56% (주관식),,,,,미적분,2022.11.17,수능
1491,22,13,최상,4,10%,90% (주관식),,,,,미적분,2022.11.17,수능
1492,23,4,중하,2,89%,5%,4%,2%,89%,1%,미적분,2022.11.17,수능
1493,24,3,중,3,78%,5%,6%,78%,4%,7%,미적분,2022.11.17,수능
1494,25,5,중하,3,87%,2%,4%,3%,3%,87%,미적분,2022.11.17,수능
1495,26,4,중,3,72%,5%,9%,10%,72%,4%,미적분,2022.11.17,수능
1496,27,2,중,3,68%,12%,68%,10%,6%,4%,미적분,2022.11.17,수능
1497,28,2,상,4,44%,28%,44%,14%,9%,5%,미적분,2022.11.17,수능
1498,29,26,최상,4,28%,72% (주관식),,,,,미적분,2022.11.17,수능
1499,30,31,최상,4,11%,89% (주관식),,,,,미적분,2022.11.17,수능
1500,1,5,하,2,93%,1%,1%,2%,3%,93%,기하,2022.11.17,수능
1501,2,4,하,2,92%,2%,2%,3%,92%,1%,기하,2022.11.17,수능
1502,3,1,하,3,92%,92%,2%,3%,2%,1%,기하,2022.11.17,수능
1503,4,3,하,3,92%,4%,2%,92%,2%,1%,기하,2022.11.17,수능
1504,5,5,중,3,72%,16%,6%,2%,4%,72%,기하,2022.11.17,수능
1505,6,2,하,3,92%,2%,92%,3%,2%,1%,기하,2022.11.17,수능
1506,7,4,중,3,76%,5%,4%,11%,76%,3%,기하,2022.11.17,수능
1507,8,4,중,3,79%,3%,9%,6%,79%,3%,기하,2022.11.17,수능
1508,9,3,중,4,77%,7%,7%,77%,5%,4%,기하,2022.11.17,수능
1509,10,4,중,4,79%,4%,6%,6%,79%,5%,기하,2022.11.17,수능
1510,11,1,중,4,75%,75%,9%,8%,5%,4%,기하,2022.11.17,수능
1511,12,2,중상,4,53%,6%,53%,16%,11%,14%,기하,2022.11.17,수능
1512,13,3,중,4,66%,5%,13%,66%,9%,7%,기하,2022.11.17,수능
1513,14,1,최상,4,23%,23%,5%,24%,39%,9%,기하,2022.11.17,수능
1514,15,5,상,4,39%,13%,26%,11%,10%,39%,기하,2022.11.17,수능
1515,16,10,중하,3,88%,12% (주관식),,,,,기하,2022.11.17,수능
1516,17,15,하,3,91%,9% (주관식),,,,,기하,2022.11.17,수능
1517,18,22,중하,3,89%,11% (주관식),,,,,기하,2022.11.17,수능
1518,19,7,중,3,72%,28% (주관식),,,,,기하,2022.11.17,수능
1519,20,17,중상,4,50%,50% (주관식),,,,,기하,2022.11.17,수능
1520,21,33,상,4,32%,68% (주관식),,,,,기하,2022.11.17,수능
1521,22,13,최상,4,7%,93% (주관식),,,,,기하,2022.11.17,수능
1522,23,5,중하,2,89%,2%,2%,4%,3%,89%,기하,2022.11.17,수능
1523,24,3,하,3,91%,2%,3%,91%,3%,1%,기하,2022.11.17,수능
1524,25,4,중,3,79%,7%,5%,6%,79%,2%,기하,2022.11.17,수능
1525,26,2,중,3,74%,6%,74%,7%,8%,4%,기하,2022.11.17,수능
1526,27,1,중,3,74%,74%,10%,5%,7%,4%,기하,2022.11.17,수능
1527,28,2,중상,4,56%,10%,56%,11%,11%,12%,기하,2022.11.17,수능
1528,29,12,상,4,31%,69% (주관식),,,,,기하,2022.11.17,수능
1529,30,24,최상,4,16%,84% (주관식),,,,,기하,2022.11.17,수능
1530,1,3,하,2,90%,3%,2%,90%,3%,1%,확률과통계,2022.10.12,학력평가
1531,2,2,중하,2,89%,2%,89%,4%,3%,1%,확률과통계,2022.10.12,학력평가
1532,3,3,중하,3,88%,3%,3%,88%,4%,3%,확률과통계,2022.10.12,학력평가
1533,4,4,하,3,92%,1%,3%,3%,92%,1%,확률과통계,2022.10.12,학력평가
1534,5,5,중,3,71%,10%,4%,5%,9%,71%,확률과통계,2022.10.12,학력평가
1535,6,3,중,3,79%,4%,5%,79%,8%,5%,확률과통계,2022.10.12,학력평가
1536,7,1,중,3,76%,76%,4%,7%,7%,6%,확률과통계,2022.10.12,학력평가
1537,8,2,중,3,78%,4%,78%,8%,6%,4%,확률과통계,2022.10.12,학력평가
1538,9,3,중,4,72%,3%,8%,72%,11%,6%,확률과통계,2022.10.12,학력평가
1539,10,5,상,4,49%,9%,9%,10%,24%,49%,확률과통계,2022.10.12,학력평가
1540,11,4,중상,4,54%,13%,9%,13%,54%,11%,확률과통계,2022.10.12,학력평가
1541,12,4,상,4,47%,8%,9%,20%,47%,17%,확률과통계,2022.10.12,학력평가
1542,13,1,상,4,43%,43%,10%,15%,21%,11%,확률과통계,2022.10.12,학력평가
1543,14,2,최상,4,23%,4%,23%,14%,11%,48%,확률과통계,2022.10.12,학력평가
1544,15,1,최상,4,18%,18%,16%,18%,25%,23%,확률과통계,2022.10.12,학력평가
1545,16,5,중하,3,82%,18% (주관식),,,,,확률과통계,2022.10.12,학력평가
1546,17,15,중,3,79%,21% (주관식),,,,,확률과통계,2022.10.12,학력평가
1547,18,109,중,3,67%,33% (주관식),,,,,확률과통계,2022.10.12,학력평가
1548,19,80,중,3,68%,32% (주관식),,,,,확률과통계,2022.10.12,학력평가
1549,20,226,최상,4,13%,87% (주관식),,,,,확률과통계,2022.10.12,학력평가
1550,21,8,최상,4,12%,88% (주관식),,,,,확률과통계,2022.10.12,학력평가
1551,22,82,최상,4,3%,97% (주관식),,,,,확률과통계,2022.10.12,학력평가
1552,23,2,중,2,71%,2%,71%,17%,8%,2%,확률과통계,2022.10.12,학력평가
1553,24,1,중하,3,82%,82%,5%,5%,5%,4%,확률과통계,2022.10.12,학력평가
1554,25,3,중하,3,81%,3%,4%,81%,7%,5%,확률과통계,2022.10.12,학력평가
1555,26,4,중,3,76%,6%,8%,6%,76%,4%,확률과통계,2022.10.12,학력평가
1556,27,5,중,3,60%,5%,10%,10%,15%,60%,확률과통계,2022.10.12,학력평가
1557,28,4,중상,4,50%,7%,13%,15%,50%,15%,확률과통계,2022.10.12,학력평가
1558,29,105,상,4,33%,67% (주관식),,,,,확률과통계,2022.10.12,학력평가
1559,30,17,최상,4,20%,80% (주관식),,,,,확률과통계,2022.10.12,학력평가
1560,1,3,하,2,96%,1%,1%,96%,1%,0%,미적분,2022.10.12,학력평가
1561,2,2,하,2,97%,1%,97%,1%,1%,1%,미적분,2022.10.12,학력평가
1562,3,3,하,3,94%,2%,1%,94%,1%,2%,미적분,2022.10.12,학력평가
1563,4,4,하,3,96%,1%,2%,1%,96%,1%,미적분,2022.10.12,학력평가
1564,5,5,중하,3,86%,6%,2%,2%,4%,86%,미적분,2022.10.12,학력평가
1565,6,3,하,3,94%,1%,2%,94%,2%,1%,미적분,2022.10.12,학력평가
1566,7,1,하,3,92%,92%,1%,2%,2%,2%,미적분,2022.10.12,학력평가
1567,8,2,하,3,91%,2%,91%,4%,2%,1%,미적분,2022.10.12,학력평가
1568,9,3,중하,4,85%,2%,6%,85%,4%,3%,미적분,2022.10.12,학력평가
1569,10,5,중,4,71%,7%,5%,5%,12%,71%,미적분,2022.10.12,학력평가
1570,11,4,중,4,71%,11%,5%,7%,71%,5%,미적분,2022.10.12,학력평가
1571,12,4,중,4,64%,5%,7%,13%,64%,11%,미적분,2022.10.12,학력평가
1572,13,1,중,4,70%,70%,5%,9%,11%,5%,미적분,2022.10.12,학력평가
1573,14,2,상,4,44%,2%,44%,8%,6%,40%,미적분,2022.10.12,학력평가
1574,15,1,최상,4,27%,27%,17%,16%,18%,23%,미적분,2022.10.12,학력평가
1575,16,5,하,3,94%,6% (주관식),,,,,미적분,2022.10.12,학력평가
1576,17,15,하,3,92%,8% (주관식),,,,,미적분,2022.10.12,학력평가
1577,18,109,중하,3,81%,19% (주관식),,,,,미적분,2022.10.12,학력평가
1578,19,80,중하,3,85%,15% (주관식),,,,,미적분,2022.10.12,학력평가
1579,20,226,상,4,33%,67% (주관식),,,,,미적분,2022.10.12,학력평가
1580,21,8,상,4,34%,66% (주관식),,,,,미적분,2022.10.12,학력평가
1581,22,82,최상,4,13%,87% (주관식),,,,,미적분,2022.10.12,학력평가
1582,23,1,하,2,95%,95%,1%,1%,1%,1%,미적분,2022.10.12,학력평가
1583,24,3,하,3,93%,2%,2%,93%,2%,1%,미적분,2022.10.12,학력평가
1584,25,5,중,3,76%,2%,6%,8%,9%,76%,미적분,2022.10.12,학력평가
1585,26,2,중,3,65%,7%,65%,10%,12%,6%,미적분,2022.10.12,학력평가
1586,27,4,중,3,74%,3%,9%,7%,74%,7%,미적분,2022.10.12,학력평가
1587,28,2,상,4,39%,10%,39%,18%,21%,11%,미적분,2022.10.12,학력평가
1588,29,20,상,4,36%,64% (주관식),,,,,미적분,2022.10.12,학력평가
1589,30,12,최상,4,11%,89% (주관식),,,,,미적분,2022.10.12,학력평가
1590,1,3,하,2,94%,2%,2%,94%,1%,1%,기하,2022.10.12,학력평가
1591,2,2,하,2,94%,2%,94%,2%,1%,1%,기하,2022.10.12,학력평가
1592,3,3,하,3,92%,2%,2%,92%,2%,2%,기하,2022.10.12,학력평가
1593,4,4,하,3,95%,1%,2%,1%,95%,1%,기하,2022.10.12,학력평가
1594,5,5,중하,3,82%,8%,2%,2%,5%,82%,기하,2022.10.12,학력평가
1595,6,3,하,3,90%,2%,3%,90%,3%,3%,기하,2022.10.12,학력평가
1596,7,1,중하,3,88%,88%,2%,4%,3%,4%,기하,2022.10.12,학력평가
1597,8,2,중하,3,89%,3%,89%,4%,3%,2%,기하,2022.10.12,학력평가
1598,9,3,중하,4,81%,2%,7%,81%,6%,4%,기하,2022.10.12,학력평가
1599,10,5,중,4,65%,7%,6%,6%,14%,65%,기하,2022.10.12,학력평가
1600,11,4,중,4,67%,12%,6%,8%,67%,7%,기하,2022.10.12,학력평가
1601,12,4,중상,4,58%,6%,8%,15%,58%,13%,기하,2022.10.12,학력평가
1602,13,1,중,4,66%,66%,6%,9%,13%,6%,기하,2022.10.12,학력평가
1603,14,2,상,4,38%,3%,38%,9%,7%,43%,기하,2022.10.12,학력평가
1604,15,1,최상,4,25%,25%,17%,17%,19%,22%,기하,2022.10.12,학력평가
1605,16,5,하,3,91%,9% (주관식),,,,,기하,2022.10.12,학력평가
1606,17,15,중하,3,88%,12% (주관식),,,,,기하,2022.10.12,학력평가
1607,18,109,중,3,78%,22% (주관식),,,,,기하,2022.10.12,학력평가
1608,19,80,중하,3,80%,20% (주관식),,,,,기하,2022.10.12,학력평가
1609,20,226,최상,4,27%,73% (주관식),,,,,기하,2022.10.12,학력평가
1610,21,8,상,4,32%,68% (주관식),,,,,기하,2022.10.12,학력평가
1611,22,82,최상,4,9%,91% (주관식),,,,,기하,2022.10.12,학력평가
1612,23,3,하,2,91%,2%,3%,91%,2%,1%,기하,2022.10.12,학력평가
1613,24,5,중하,3,84%,5%,4%,4%,3%,84%,기하,2022.10.12,학력평가
1614,25,4,중하,3,82%,4%,4%,5%,82%,6%,기하,2022.10.12,학력평가
1615,26,2,중,3,78%,4%,78%,7%,7%,4%,기하,2022.10.12,학력평가
1616,27,1,중,3,71%,71%,6%,8%,7%,7%,기하,2022.10.12,학력평가
1617,28,5,중상,4,56%,8%,10%,12%,14%,56%,기하,2022.10.12,학력평가
1618,29,54,최상,4,27%,73% (주관식),,,,,기하,2022.10.12,학력평가
1619,30,48,최상,4,20%,80% (주관식),,,,,기하,2022.10.12,학력평가
1620,1,4,중하,2,89%,2%,3%,4%,89%,2%,확률과통계,2022.08.31,모의평가
1621,2,1,중하,2,89%,89%,3%,4%,3%,2%,확률과통계,2022.08.31,모의평가
1622,3,2,중하,3,80%,3%,80%,4%,10%,2%,확률과통계,2022.08.31,모의평가
1623,4,1,중하,3,84%,84%,4%,7%,4%,2%,확률과통계,2022.08.31,모의평가
1624,5,3,중하,3,89%,2%,3%,89%,4%,2%,확률과통계,2022.08.31,모의평가
1625,6,5,중하,3,84%,2%,3%,6%,4%,84%,확률과통계,2022.08.31,모의평가
1626,7,5,중,3,73%,3%,6%,9%,9%,73%,확률과통계,2022.08.31,모의평가
1627,8,1,중,3,69%,69%,8%,10%,9%,4%,확률과통계,2022.08.31,모의평가
1628,9,3,중,4,65%,6%,10%,65%,14%,5%,확률과통계,2022.08.31,모의평가
1629,10,4,중,4,68%,9%,10%,8%,68%,4%,확률과통계,2022.08.31,모의평가
1630,11,2,상,4,47%,12%,47%,16%,14%,10%,확률과통계,2022.08.31,모의평가
1631,12,2,중상,4,53%,8%,53%,16%,17%,6%,확률과통계,2022.08.31,모의평가
1632,13,5,최상,4,29%,9%,15%,21%,25%,29%,확률과통계,2022.08.31,모의평가
1633,14,5,상,4,45%,4%,17%,22%,12%,45%,확률과통계,2022.08.31,모의평가
1634,15,3,상,4,33%,8%,17%,33%,27%,14%,확률과통계,2022.08.31,모의평가
1635,16,7,중하,3,80%,20% (주관식),,,,,확률과통계,2022.08.31,모의평가
1636,17,16,중하,3,83%,17% (주관식),,,,,확률과통계,2022.08.31,모의평가
1637,18,13,중,3,76%,24% (주관식),,,,,확률과통계,2022.08.31,모의평가
1638,19,4,중,3,65%,35% (주관식),,,,,확률과통계,2022.08.31,모의평가
1639,20,80,최상,4,27%,73% (주관식),,,,,확률과통계,2022.08.31,모의평가
1640,21,220,최상,4,9%,91% (주관식),,,,,확률과통계,2022.08.31,모의평가
1641,22,58,최상,4,4%,96% (주관식),,,,,확률과통계,2022.08.31,모의평가
1642,23,1,중하,2,86%,86%,3%,4%,4%,2%,확률과통계,2022.08.31,모의평가
1643,24,3,중,3,78%,7%,4%,78%,5%,6%,확률과통계,2022.08.31,모의평가
1644,25,4,중,3,75%,3%,9%,8%,75%,5%,확률과통계,2022.08.31,모의평가
1645,26,2,중,3,72%,3%,72%,10%,10%,4%,확률과통계,2022.08.31,모의평가
1646,27,5,중,3,66%,4%,7%,12%,12%,66%,확률과통계,2022.08.31,모의평가
1647,28,3,중상,4,52%,9%,10%,52%,15%,14%,확률과통계,2022.08.31,모의평가
1648,29,175,최상,4,22%,78% (주관식),,,,,확률과통계,2022.08.31,모의평가
1649,30,260,최상,4,12%,88% (주관식),,,,,확률과통계,2022.08.31,모의평가
1650,1,4,하,2,96%,1%,1%,1%,96%,1%,미적분,2022.08.31,모의평가
1651,2,1,하,2,97%,97%,1%,1%,1%,1%,미적분,2022.08.31,모의평가
1652,3,2,하,3,91%,2%,91%,1%,5%,1%,미적분,2022.08.31,모의평가
1653,4,1,하,3,94%,94%,1%,3%,1%,1%,미적분,2022.08.31,모의평가
1654,5,3,하,3,96%,1%,1%,96%,1%,1%,미적분,2022.08.31,모의평가
1655,6,5,하,3,95%,1%,1%,2%,1%,95%,미적분,2022.08.31,모의평가
1656,7,5,하,3,90%,2%,2%,3%,3%,90%,미적분,2022.08.31,모의평가
1657,8,1,중하,3,89%,89%,3%,3%,2%,2%,미적분,2022.08.31,모의평가
1658,9,3,중하,4,85%,3%,4%,85%,5%,2%,미적분,2022.08.31,모의평가
1659,10,4,중하,4,83%,7%,5%,3%,83%,2%,미적분,2022.08.31,모의평가
1660,11,2,중,4,69%,11%,69%,8%,7%,6%,미적분,2022.08.31,모의평가
1661,12,2,중,4,76%,6%,76%,6%,9%,2%,미적분,2022.08.31,모의평가
1662,13,5,상,4,49%,7%,10%,13%,20%,49%,미적분,2022.08.31,모의평가
1663,14,5,중상,4,56%,3%,21%,15%,6%,56%,미적분,2022.08.31,모의평가
1664,15,3,상,4,44%,6%,13%,44%,26%,11%,미적분,2022.08.31,모의평가
1665,16,7,하,3,92%,8% (주관식),,,,,미적분,2022.08.31,모의평가
1666,17,16,하,3,93%,7% (주관식),,,,,미적분,2022.08.31,모의평가
1667,18,13,하,3,91%,9% (주관식),,,,,미적분,2022.08.31,모의평가
1668,19,4,중하,3,84%,16% (주관식),,,,,미적분,2022.08.31,모의평가
1669,20,80,중상,4,55%,45% (주관식),,,,,미적분,2022.08.31,모의평가
1670,21,220,상,4,31%,69% (주관식),,,,,미적분,2022.08.31,모의평가
1671,22,58,최상,4,18%,82% (주관식),,,,,미적분,2022.08.31,모의평가
1672,23,1,중하,2,87%,87%,3%,6%,3%,1%,미적분,2022.08.31,모의평가
1673,24,2,중하,3,86%,2%,86%,5%,5%,1%,미적분,2022.08.31,모의평가
1674,25,5,중하,3,87%,1%,5%,4%,3%,87%,미적분,2022.08.31,모의평가
1675,26,3,중하,3,83%,3%,4%,83%,8%,2%,미적분,2022.08.31,모의평가
1676,27,3,중,3,61%,7%,8%,61%,18%,6%,미적분,2022.08.31,모의평가
1677,28,4,중,4,61%,7%,12%,14%,61%,6%,미적분,2022.08.31,모의평가
1678,29,3,최상,4,22%,78% (주관식),,,,,미적분,2022.08.31,모의평가
1679,30,283,최상,4,8%,92% (주관식),,,,,미적분,2022.08.31,모의평가
1680,1,4,하,2,95%,1%,1%,1%,95%,1%,기하,2022.08.31,모의평가
1681,2,1,하,2,96%,96%,2%,1%,1%,1%,기하,2022.08.31,모의평가
1682,3,2,중하,3,88%,3%,88%,1%,7%,1%,기하,2022.08.31,모의평가
1683,4,1,하,3,93%,93%,2%,3%,2%,1%,기하,2022.08.31,모의평가
1684,5,3,하,3,95%,1%,1%,95%,1%,1%,기하,2022.08.31,모의평가
1685,6,5,하,3,93%,1%,2%,2%,2%,93%,기하,2022.08.31,모의평가
1686,7,5,중하,3,85%,2%,3%,4%,5%,85%,기하,2022.08.31,모의평가
1687,8,1,중하,3,85%,85%,4%,5%,4%,2%,기하,2022.08.31,모의평가
1688,9,3,중하,4,81%,4%,5%,81%,7%,3%,기하,2022.08.31,모의평가
1689,10,4,중하,4,80%,7%,7%,4%,80%,2%,기하,2022.08.31,모의평가
1690,11,2,중,4,62%,12%,62%,10%,8%,8%,기하,2022.08.31,모의평가
1691,12,2,중,4,70%,8%,70%,8%,11%,3%,기하,2022.08.31,모의평가
1692,13,5,상,4,48%,8%,10%,14%,19%,48%,기하,2022.08.31,모의평가
1693,14,5,중상,4,51%,3%,20%,18%,7%,51%,기하,2022.08.31,모의평가
1694,15,3,상,4,40%,8%,15%,40%,25%,12%,기하,2022.08.31,모의평가
1695,16,7,하,3,90%,10% (주관식),,,,,기하,2022.08.31,모의평가
1696,17,16,하,3,91%,9% (주관식),,,,,기하,2022.08.31,모의평가
1697,18,13,중하,3,89%,11% (주관식),,,,,기하,2022.08.31,모의평가
1698,19,4,중,3,78%,22% (주관식),,,,,기하,2022.08.31,모의평가
1699,20,80,상,4,44%,56% (주관식),,,,,기하,2022.08.31,모의평가
1700,21,220,최상,4,27%,73% (주관식),,,,,기하,2022.08.31,모의평가
1701,22,58,최상,4,11%,89% (주관식),,,,,기하,2022.08.31,모의평가
1702,23,4,하,2,93%,2%,2%,3%,93%,1%,기하,2022.08.31,모의평가
1703,24,2,중하,3,86%,3%,86%,7%,3%,2%,기하,2022.08.31,모의평가
1704,25,5,중하,3,88%,3%,2%,3%,3%,88%,기하,2022.08.31,모의평가
1705,26,3,중,3,78%,5%,6%,78%,7%,3%,기하,2022.08.31,모의평가
1706,27,3,중,3,64%,12%,7%,64%,7%,10%,기하,2022.08.31,모의평가
1707,28,1,중상,4,56%,56%,9%,14%,14%,7%,기하,2022.08.31,모의평가
1708,29,127,최상,4,16%,84% (주관식),,,,,기하,2022.08.31,모의평가
1709,30,17,최상,4,14%,86% (주관식),,,,,기하,2022.08.31,모의평가
1710,1,5,하,2,91%,2%,2%,3%,3%,91%,확률과통계,2022.07.06,학력평가
1711,2,2,중하,2,87%,6%,87%,3%,4%,1%,확률과통계,2022.07.06,학력평가
1712,3,1,하,3,93%,93%,1%,3%,2%,1%,확률과통계,2022.07.06,학력평가
1713,4,2,중하,3,80%,2%,80%,15%,3%,1%,확률과통계,2022.07.06,학력평가
1714,5,3,하,3,90%,2%,2%,90%,5%,1%,확률과통계,2022.07.06,학력평가
1715,6,4,중하,3,85%,3%,4%,6%,85%,3%,확률과통계,2022.07.06,학력평가
1716,7,2,중,3,78%,3%,78%,8%,8%,3%,확률과통계,2022.07.06,학력평가
1717,8,4,중하,3,84%,2%,5%,5%,84%,4%,확률과통계,2022.07.06,학력평가
1718,9,4,중,4,71%,4%,6%,8%,71%,12%,확률과통계,2022.07.06,학력평가
1719,10,3,중,4,77%,4%,5%,77%,7%,6%,확률과통계,2022.07.06,학력평가
1720,11,5,중상,4,57%,6%,10%,13%,14%,57%,확률과통계,2022.07.06,학력평가
1721,12,1,중상,4,50%,50%,11%,14%,14%,11%,확률과통계,2022.07.06,학력평가
1722,13,3,상,4,39%,10%,13%,39%,28%,10%,확률과통계,2022.07.06,학력평가
1723,14,5,상,4,43%,6%,16%,25%,11%,43%,확률과통계,2022.07.06,학력평가
1724,15,1,상,4,31%,31%,16%,15%,19%,19%,확률과통계,2022.07.06,학력평가
1725,16,2,중하,3,88%,12% (주관식),,,,,확률과통계,2022.07.06,학력평가
1726,17,13,중하,3,85%,15% (주관식),,,,,확률과통계,2022.07.06,학력평가
1727,18,16,중,3,71%,29% (주관식),,,,,확률과통계,2022.07.06,학력평가
1728,19,4,중상,3,59%,41% (주관식),,,,,확률과통계,2022.07.06,학력평가
1729,20,8,최상,4,28%,72% (주관식),,,,,확률과통계,2022.07.06,학력평가
1730,21,180,최상,4,28%,72% (주관식),,,,,확률과통계,2022.07.06,학력평가
1731,22,121,최상,4,1%,99% (주관식),,,,,확률과통계,2022.07.06,학력평가
1732,23,2,중하,2,89%,2%,89%,3%,4%,1%,확률과통계,2022.07.06,학력평가
1733,24,4,중,3,78%,7%,4%,8%,78%,4%,확률과통계,2022.07.06,학력평가
1734,25,3,중하,3,85%,2%,3%,85%,6%,3%,확률과통계,2022.07.06,학력평가
1735,26,4,중,3,77%,6%,5%,8%,77%,3%,확률과통계,2022.07.06,학력평가
1736,27,5,중,3,62%,8%,8%,11%,11%,62%,확률과통계,2022.07.06,학력평가
1737,28,2,상,4,44%,17%,44%,15%,12%,13%,확률과통계,2022.07.06,학력평가
1738,29,5,최상,4,16%,84% (주관식),,,,,확률과통계,2022.07.06,학력평가
1739,30,133,최상,4,10%,90% (주관식),,,,,확률과통계,2022.07.06,학력평가
1740,1,5,하,2,96%,1%,1%,1%,1%,96%,미적분,2022.07.06,학력평가
1741,2,2,하,2,94%,3%,94%,1%,2%,0%,미적분,2022.07.06,학력평가
1742,3,1,하,3,97%,97%,1%,1%,1%,0%,미적분,2022.07.06,학력평가
1743,4,2,중하,3,85%,1%,85%,12%,1%,1%,미적분,2022.07.06,학력평가
1744,5,3,하,3,96%,1%,1%,96%,2%,1%,미적분,2022.07.06,학력평가
1745,6,4,하,3,95%,1%,1%,1%,95%,1%,미적분,2022.07.06,학력평가
1746,7,2,중하,3,88%,2%,88%,4%,3%,2%,미적분,2022.07.06,학력평가
1747,8,4,하,3,94%,1%,2%,2%,94%,2%,미적분,2022.07.06,학력평가
